merchant_id,merchant_name,category,country,risk_score
M01975,Walmart,Healthcare,USA,0.94
M01976,Costco,Electronics,Canada,0.42
M01977,Costco,Dining,Singapore,0.84
M01978,Apple,Groceries,Singapore,0.36
M01979,Uber,Entertainment,Singapore,0.7
M01980,Amazon,Travel,Canada,0.33
M01981,Hilton,Travel,Canada,0.22
M01982,Shell,Shopping,UK,0.23
M01983,Apple,Airlines,UK,0.32
M01984,Marriott,Electronics,Australia,0.03
M01985,United,Groceries,UK,0.06
M01986,Marriott,Healthcare,Canada,0.2
M01987,CVS,Groceries,Singapore,0.12
M01988,Target,Airlines,Canada,0.37
M01989,Costco,Electronics,USA,0.17
M01990,United,Healthcare,USA,0.7
M01991,Netflix,Fuel,USA,0.77
M01992,Apple,Travel,Singapore,0.44
M01993,Apple,Healthcare,Australia,0.17
M01994,United,Fuel,UK,0.11
M01995,United,Hotels,Singapore,0.55
M01996,CVS,Groceries,Australia,0.94
M01997,Netflix,Groceries,USA,0.92
M01998,Starbucks,Electronics,USA,0.65
M01999,Shell,Shopping,UK,0.2
M02000,Marriott,Groceries,Australia,0.63
M02001,Amazon,Dining,Canada,0.53
M02002,Target,Healthcare,Canada,0.73
M02003,Amazon,Shopping,Singapore,0.35
M02004,Marriott,Healthcare,Australia,0.51
M02005,Best Buy,Airlines,Singapore,0.15
M02006,Costco,Electronics,Canada,0.43
M02007,Hilton,Entertainment,Singapore,0.45
M02008,United,Hotels,Australia,0.28
M02009,Hilton,Electronics,Singapore,0.72
M02010,Uber,Electronics,USA,0.59
M02011,Marriott,Travel,UK,0.84
M02012,Hilton,Shopping,USA,0.91
M02013,Walmart,Entertainment,Australia,0.69
M02014,Hilton,Electronics,USA,0.26
M02015,CVS,Healthcare,Canada,0.37
M02016,Starbucks,Fuel,UK,0.7
M02017,Marriott,Shopping,Singapore,0.64
M02018,Target,Shopping,Singapore,0.06
M02019,Apple,Groceries,USA,0.2
M02020,Uber,Entertainment,Australia,0.46
M02021,Delta,Shopping,USA,0.05
M02022,Shell,Entertainment,Singapore,0.33
M02023,Costco,Airlines,Singapore,0.17
M02024,Starbucks,Groceries,Canada,0.59
M02025,Costco,Airlines,Singapore,0.5
M02026,Uber,Electronics,Canada,0.97
M02027,Starbucks,Dining,UK,0.67
M02028,Delta,Travel,Australia,0.75
M02029,Apple,Shopping,Singapore,0.25
M02030,Starbucks,Shopping,Canada,0.95
M02031,Hilton,Healthcare,Singapore,0.88
M02032,Costco,Dining,USA,0.47
M02033,Marriott,Groceries,Singapore,0.44
M02034,Delta,Travel,Australia,0.11
M02035,Amazon,Groceries,Australia,0.11
M02036,CVS,Healthcare,Singapore,0.95
M02037,Netflix,Electronics,Australia,0.81
M02038,United,Electronics,USA,0.55
M02039,Uber,Groceries,UK,0.1
M02040,United,Shopping,UK,0.08
M02041,Netflix,Hotels,Canada,0.07
M02042,Shell,Dining,Australia,0.87
M02043,Best Buy,Healthcare,Singapore,0.84
M02044,United,Travel,Australia,0.23
M02045,Amazon,Travel,USA,0.54
M02046,Starbucks,Entertainment,Australia,0.17
M02047,Best Buy,Healthcare,Australia,0.53
M02048,Costco,Airlines,USA,0.36
M02049,Apple,Fuel,USA,0.32
M02050,Target,Entertainment,Australia,0.64
M02051,Uber,Travel,USA,0.74
M02052,CVS,Fuel,Singapore,0.92
M02053,Hilton,Entertainment,Canada,0.42
M02054,Starbucks,Hotels,USA,0.71
M02055,Marriott,Travel,Singapore,0.48
M02056,Uber,Hotels,Singapore,0.16
M02057,Amazon,Airlines,UK,0.23
M02058,Target,Entertainment,UK,0.72
M02059,CVS,Hotels,Canada,0.26
M02060,Uber,Airlines,UK,0.37
M02061,United,Shopping,Singapore,0.79
M02062,Amazon,Airlines,Canada,0.57
M02063,Starbucks,Dining,USA,0.22
M02064,Netflix,Shopping,USA,0.33
M02065,Uber,Travel,Canada,0.28
M02066,Amazon,Electronics,Singapore,0.06
M02067,Netflix,Groceries,UK,0.75
M02068,Delta,Dining,Singapore,0.6
M02069,Delta,Hotels,Australia,0.34
M02070,Costco,Groceries,USA,0.57
M02071,Starbucks,Travel,Canada,0.83
M02072,Walmart,Hotels,Australia,0.15
M02073,Netflix,Hotels,Singapore,0.91
M02074,CVS,Fuel,Singapore,0.11
M02075,Target,Shopping,UK,0.68
M02076,Apple,Fuel,Australia,0.36
M02077,Costco,Electronics,UK,0.58
M02078,Netflix,Healthcare,Singapore,0.95
M02079,Netflix,Airlines,Singapore,0.08
M02080,Delta,Dining,UK,0.14
M02081,Delta,Entertainment,UK,0.64
M02082,Delta,Entertainment,USA,0.6
M02083,Hilton,Entertainment,UK,0.46
M02084,Shell,Travel,USA,0.92
M02085,Costco,Groceries,Canada,0.63
M02086,Netflix,Healthcare,USA,0.34
M02087,Costco,Entertainment,USA,0.96
M02088,Amazon,Fuel,UK,0.98
M02089,CVS,Groceries,UK,0.25
M02090,Netflix,Groceries,USA,0.15
M02091,Shell,Groceries,Australia,0.46
M02092,CVS,Electronics,Australia,0.26
M02093,Hilton,Travel,Singapore,0.24
M02094,United,Electronics,UK,0.29
M02095,Walmart,Fuel,Canada,0.94
M02096,Best Buy,Travel,Singapore,0.84
M02097,Walmart,Dining,UK,0.74
M02098,Uber,Groceries,UK,0.46
M02099,Uber,Airlines,UK,0.22
M02100,Marriott,Travel,USA,0.97
M02101,Amazon,Healthcare,UK,0.14
M02102,Shell,Groceries,Singapore,0.29
M02103,Target,Fuel,UK,0.95
M02104,CVS,Dining,Singapore,0.48
M02105,Marriott,Airlines,UK,0.38
M02106,Hilton,Healthcare,Canada,0.21
M02107,United,Shopping,Canada,0.38
M02108,Marriott,Dining,Singapore,0.26
M02109,Uber,Fuel,UK,0.49
M02110,United,Dining,UK,0.71
M02111,Starbucks,Shopping,Australia,0.59
M02112,Uber,Hotels,Australia,0.37
M02113,Amazon,Electronics,USA,0.07
M02114,Amazon,Travel,USA,0.83
M02115,Netflix,Healthcare,Singapore,0.41
M02116,CVS,Airlines,Singapore,0.87
M02117,Marriott,Dining,UK,1.0
M02118,Uber,Dining,Singapore,0.24
M02119,Hilton,Shopping,USA,0.48
M02120,Netflix,Entertainment,Canada,0.13
M02121,Shell,Groceries,Australia,0.72
M02122,Shell,Airlines,Australia,0.77
M02123,Costco,Healthcare,Australia,0.8
M02124,Shell,Airlines,UK,0.96
M02125,Best Buy,Groceries,Canada,0.84
M02126,Hilton,Hotels,Singapore,0.94
M02127,Costco,Entertainment,Australia,0.64
M02128,Delta,Electronics,USA,0.39
M02129,Hilton,Electronics,UK,0.14
M02130,Shell,Hotels,USA,0.27
M02131,Shell,Shopping,Singapore,0.1
M02132,Costco,Shopping,Canada,0.72
M02133,Costco,Dining,USA,0.76
M02134,Delta,Electronics,Singapore,0.05
M02135,Marriott,Groceries,UK,0.54
M02136,CVS,Shopping,Canada,0.09
M02137,Marriott,Dining,USA,0.92
M02138,Starbucks,Travel,Australia,0.34
M02139,CVS,Electronics,UK,0.61
M02140,Starbucks,Airlines,Singapore,0.88
M02141,Costco,Electronics,UK,0.79
M02142,Target,Electronics,UK,0.15
M02143,Shell,Shopping,USA,0.75
M02144,Apple,Electronics,Australia,0.57
M02145,Marriott,Entertainment,USA,0.62
M02146,CVS,Electronics,UK,0.96
M02147,Marriott,Hotels,USA,0.52
M02148,Shell,Dining,Australia,0.97
M02149,Apple,Airlines,Canada,0.42
M02150,Target,Travel,Singapore,0.37
M02151,Walmart,Hotels,Canada,0.56
M02152,Netflix,Travel,USA,0.86
M02153,Target,Electronics,Australia,0.65
M02154,Costco,Dining,Australia,0.41
M02155,Target,Airlines,USA,0.74
M02156,Walmart,Airlines,Singapore,0.9
M02157,Delta,Fuel,USA,0.94
M02158,Starbucks,Fuel,UK,0.22
M02159,Delta,Dining,Australia,0.35
M02160,United,Fuel,Canada,0.33
M02161,Delta,Fuel,Canada,0.37
M02162,Marriott,Travel,Australia,0.83
M02163,Best Buy,Hotels,USA,0.62
M02164,Target,Electronics,UK,0.62
M02165,Amazon,Airlines,Australia,0.88
M02166,Delta,Fuel,UK,0.33
M02167,Hilton,Groceries,Singapore,0.72
M02168,Amazon,Hotels,USA,0.58
M02169,Hilton,Dining,USA,0.57
M02170,Uber,Travel,USA,0.03
M02171,CVS,Hotels,Australia,0.52
M02172,Hilton,Healthcare,UK,0.32
M02173,Starbucks,Healthcare,UK,0.88
M02174,Delta,Shopping,UK,0.15
M02175,Hilton,Entertainment,USA,0.35
M02176,Delta,Hotels,USA,0.87
M02177,Costco,Entertainment,UK,0.02
M02178,United,Healthcare,Australia,0.79
M02179,Uber,Fuel,Singapore,0.6
M02180,Marriott,Dining,USA,0.61
M02181,Amazon,Healthcare,Canada,0.52
M02182,Delta,Electronics,Canada,0.81
M02183,Shell,Dining,Canada,0.01
M02184,Delta,Shopping,Singapore,0.33
M02185,CVS,Hotels,Singapore,0.72
M02186,CVS,Shopping,Canada,0.75
M02187,Marriott,Travel,Australia,0.13
M02188,Costco,Travel,USA,0.68
M02189,Hilton,Airlines,Canada,0.06
M02190,Costco,Dining,UK,0.88
M02191,CVS,Entertainment,Australia,0.43
M02192,Best Buy,Fuel,UK,0.7
M02193,Delta,Entertainment,Australia,0.69
M02194,Shell,Airlines,Canada,0.35
M02195,Best Buy,Groceries,UK,0.11
M02196,Uber,Dining,Canada,0.53
M02197,Apple,Entertainment,Canada,0.5
M02198,Netflix,Dining,Singapore,0.84
M02199,Hilton,Dining,Australia,0.99
M02200,Delta,Hotels,UK,0.13
M02201,Walmart,Entertainment,USA,0.41
M02202,Starbucks,Entertainment,UK,0.8
M02203,Uber,Electronics,USA,0.44
M02204,Delta,Electronics,Singapore,0.09
M02205,Walmart,Entertainment,USA,0.47
M02206,Best Buy,Entertainment,USA,0.18
M02207,Netflix,Shopping,Australia,0.23
M02208,Netflix,Hotels,UK,0.32
M02209,Delta,Electronics,UK,0.45
M02210,CVS,Groceries,UK,0.8
M02211,Costco,Groceries,Canada,0.95
M02212,Uber,Shopping,USA,0.56
M02213,Walmart,Fuel,Australia,0.15
M02214,Walmart,Hotels,Australia,0.71
M02215,Walmart,Airlines,UK,0.17
M02216,Netflix,Dining,USA,0.66
M02217,Amazon,Electronics,USA,0.26
M02218,Delta,Entertainment,USA,0.47
M02219,Starbucks,Electronics,UK,0.89
M02220,Amazon,Shopping,USA,0.99
M02221,Target,Hotels,UK,0.28
M02222,Shell,Groceries,Canada,0.09
M02223,United,Dining,USA,0.27
M02224,Marriott,Entertainment,USA,0.73
M02225,CVS,Dining,Canada,0.8
M02226,Marriott,Airlines,USA,0.74
M02227,Hilton,Airlines,Australia,0.11
M02228,Target,Shopping,Australia,0.18
M02229,Apple,Airlines,Canada,0.83
M02230,Delta,Travel,Australia,0.14
M02231,United,Entertainment,UK,0.22
M02232,Starbucks,Electronics,USA,0.97
M02233,Netflix,Electronics,USA,0.26
M02234,Walmart,Entertainment,UK,0.13
M02235,CVS,Dining,UK,0.05
M02236,United,Shopping,Canada,0.99
M02237,Uber,Fuel,Australia,0.07
M02238,Target,Shopping,Singapore,0.92
M02239,Target,Airlines,Australia,0.28
M02240,Starbucks,Airlines,USA,0.73
M02241,Walmart,Shopping,Australia,0.1
M02242,Starbucks,Travel,Canada,0.82
M02243,CVS,Electronics,Canada,0.81
M02244,Hilton,Travel,Singapore,0.31
M02245,Delta,Dining,Singapore,0.95
M02246,CVS,Travel,UK,0.08
M02247,Best Buy,Electronics,Singapore,0.23
M02248,United,Entertainment,USA,0.68
M02249,CVS,Shopping,Singapore,0.78
M02250,Delta,Airlines,Australia,0.05
M02251,United,Entertainment,UK,0.72
M02252,Apple,Shopping,USA,0.52
M02253,Netflix,Electronics,USA,0.48
M02254,Marriott,Airlines,UK,0.35
M02255,Apple,Electronics,UK,0.76
M02256,Costco,Healthcare,Singapore,0.21
M02257,Walmart,Hotels,Australia,0.13
M02258,Costco,Dining,UK,0.27
M02259,Shell,Entertainment,USA,0.92
M02260,Target,Travel,UK,0.73
M02261,United,Groceries,UK,0.11
M02262,Apple,Fuel,Canada,0.1
M02263,CVS,Dining,Canada,0.03
M02264,Target,Electronics,Singapore,0.19
M02265,Costco,Electronics,Canada,0.38
M02266,Costco,Travel,USA,0.1
M02267,Walmart,Groceries,USA,0.9
M02268,Amazon,Shopping,Singapore,0.45
M02269,Apple,Electronics,Canada,0.28
M02270,Amazon,Shopping,Australia,0.95
M02271,Netflix,Airlines,USA,0.72
M02272,Starbucks,Healthcare,USA,0.66
M02273,Netflix,Entertainment,UK,0.21
M02274,Hilton,Dining,USA,0.69
M02275,Apple,Hotels,UK,0.84
M02276,Uber,Groceries,USA,0.19
M02277,Uber,Hotels,Canada,0.55
M02278,Netflix,Healthcare,Canada,0.95
M02279,Best Buy,Shopping,Canada,0.45
M02280,Best Buy,Shopping,Singapore,0.03
M02281,Hilton,Fuel,USA,0.56
M02282,Hilton,Electronics,Singapore,1.0
M02283,Costco,Fuel,Australia,0.17
M02284,Netflix,Groceries,Singapore,0.9
M02285,United,Electronics,UK,0.68
M02286,Apple,Entertainment,UK,0.41
M02287,Target,Dining,Australia,0.26
M02288,CVS,Airlines,Singapore,0.41
M02289,Best Buy,Shopping,Canada,0.21
M02290,CVS,Shopping,USA,0.4
M02291,Amazon,Travel,Singapore,0.97
M02292,United,Electronics,UK,0.55
M02293,Delta,Dining,UK,0.92
M02294,Costco,Dining,UK,0.59
M02295,Shell,Dining,Singapore,0.9
M02296,Delta,Hotels,UK,0.77
M02297,Netflix,Hotels,Singapore,0.48
M02298,United,Fuel,Singapore,0.06
M02299,Amazon,Travel,Australia,0.16
M02300,CVS,Fuel,Singapore,0.1
M02301,Shell,Travel,UK,0.82
M02302,Uber,Travel,Singapore,0.48
M02303,United,Healthcare,Singapore,0.38
M02304,Hilton,Healthcare,Singapore,0.45
M02305,Hilton,Airlines,Singapore,0.6
M02306,Delta,Groceries,Canada,0.61
M02307,Shell,Dining,Australia,0.73
M02308,Netflix,Airlines,Singapore,0.69
M02309,Starbucks,Electronics,Canada,0.55
M02310,Netflix,Groceries,Canada,0.33
M02311,Amazon,Shopping,UK,0.32
M02312,Starbucks,Fuel,USA,0.08
M02313,Amazon,Dining,UK,0.49
M02314,Target,Dining,Canada,0.9
M02315,Uber,Travel,USA,0.29
M02316,Costco,Dining,Canada,0.49
M02317,CVS,Dining,Canada,0.6
M02318,Hilton,Shopping,UK,0.47
M02319,Hilton,Airlines,USA,0.44
M02320,Delta,Healthcare,Australia,0.11
M02321,United,Fuel,Australia,0.1
M02322,CVS,Entertainment,Canada,0.94
M02323,Costco,Hotels,USA,0.38
M02324,Netflix,Healthcare,Singapore,0.15
M02325,Starbucks,Shopping,Australia,0.71
M02326,Costco,Dining,Australia,0.3
M02327,CVS,Fuel,USA,0.02
M02328,Target,Airlines,UK,0.45
M02329,Hilton,Travel,UK,0.17
M02330,Hilton,Fuel,UK,0.39
M02331,Walmart,Hotels,Australia,0.07
M02332,Target,Entertainment,Canada,0.06
M02333,Amazon,Shopping,Singapore,0.41
M02334,Delta,Groceries,USA,0.26
M02335,Starbucks,Airlines,UK,0.36
M02336,Apple,Travel,Singapore,0.39
M02337,Uber,Groceries,UK,0.12
M02338,Starbucks,Dining,UK,0.11
M02339,Target,Travel,USA,0.31
M02340,Uber,Airlines,Canada,0.04
M02341,Costco,Hotels,UK,0.8
M02342,Shell,Travel,USA,0.03
M02343,Marriott,Airlines,Canada,0.7
M02344,Best Buy,Healthcare,UK,0.12
M02345,Apple,Groceries,UK,0.61
M02346,Apple,Electronics,Australia,0.48
M02347,Target,Healthcare,Canada,0.41
M02348,Amazon,Hotels,Australia,0.45
M02349,Uber,Travel,Australia,0.43
M02350,CVS,Groceries,Singapore,0.64
M02351,Walmart,Travel,Australia,0.0
M02352,Netflix,Shopping,Singapore,0.81
M02353,Marriott,Healthcare,Canada,0.1
M02354,CVS,Entertainment,UK,0.88
M02355,Uber,Groceries,Australia,0.29
M02356,Amazon,Airlines,UK,0.22
M02357,Hilton,Travel,USA,0.54
M02358,Amazon,Dining,Singapore,0.11
M02359,Apple,Groceries,UK,0.02
M02360,Walmart,Airlines,Canada,0.76
M02361,CVS,Electronics,Australia,0.32
M02362,Walmart,Hotels,USA,0.09
M02363,Walmart,Dining,UK,0.42
M02364,Costco,Airlines,Singapore,0.77
M02365,Walmart,Electronics,Singapore,0.62
M02366,Target,Fuel,UK,0.56
M02367,Netflix,Groceries,Canada,0.45
M02368,United,Dining,Australia,0.12
M02369,Apple,Shopping,USA,0.27
M02370,Amazon,Fuel,Australia,0.32
M02371,Amazon,Fuel,Australia,0.99
M02372,Best Buy,Airlines,USA,0.98
M02373,Walmart,Hotels,Canada,0.76
M02374,Walmart,Shopping,Canada,0.37
M02375,Best Buy,Airlines,Singapore,0.31
M02376,Netflix,Healthcare,Australia,0.04
M02377,Costco,Electronics,Canada,0.71
M02378,Walmart,Healthcare,Australia,0.71
M02379,United,Entertainment,USA,0.55
M02380,Netflix,Airlines,USA,0.75
M02381,Walmart,Fuel,Singapore,0.61
M02382,Delta,Airlines,Australia,0.62
M02383,Starbucks,Fuel,Canada,0.07
M02384,Apple,Travel,Australia,0.47
M02385,Starbucks,Fuel,Canada,0.42
M02386,Shell,Electronics,Australia,0.47
M02387,Costco,Healthcare,Australia,0.09
M02388,Delta,Shopping,Australia,0.15
M02389,Amazon,Dining,USA,0.24
M02390,Amazon,Electronics,UK,0.25
M02391,Amazon,Entertainment,Australia,0.38
M02392,CVS,Groceries,Australia,0.58
M02393,Costco,Fuel,UK,0.97
M02394,United,Travel,USA,0.04
M02395,Hilton,Hotels,Australia,0.78
M02396,Walmart,Fuel,USA,0.12
M02397,Best Buy,Groceries,USA,0.71
M02398,Apple,Dining,Canada,0.08
M02399,Costco,Airlines,UK,0.72
M02400,Best Buy,Entertainment,Australia,0.96
M02401,United,Airlines,UK,0.93
M02402,Netflix,Shopping,USA,0.1
M02403,Best Buy,Dining,USA,0.53
M02404,Shell,Fuel,Australia,0.76
M02405,United,Entertainment,Singapore,0.03
M02406,Marriott,Electronics,Australia,0.61
M02407,Marriott,Healthcare,Australia,0.92
M02408,Amazon,Hotels,USA,0.15
M02409,CVS,Dining,UK,0.07
M02410,Apple,Healthcare,Singapore,0.36
M02411,Marriott,Travel,Canada,0.7
M02412,Netflix,Fuel,USA,0.83
M02413,Starbucks,Hotels,Canada,0.86
M02414,Apple,Fuel,Australia,0.1
M02415,Target,Groceries,UK,0.96
M02416,Marriott,Dining,Singapore,0.63
M02417,Walmart,Travel,Australia,0.64
M02418,United,Airlines,UK,0.97
M02419,Best Buy,Travel,Canada,0.84
M02420,Amazon,Travel,UK,0.39
M02421,Delta,Shopping,UK,0.58
M02422,Netflix,Hotels,UK,0.09
M02423,Walmart,Shopping,Singapore,0.71
M02424,Starbucks,Electronics,Singapore,0.45
M02425,Marriott,Hotels,UK,0.25
M02426,Shell,Entertainment,Singapore,0.94
M02427,Walmart,Healthcare,UK,0.74
M02428,CVS,Airlines,Australia,0.29
M02429,Hilton,Electronics,Singapore,0.11
M02430,Starbucks,Fuel,UK,0.36
M02431,Walmart,Healthcare,Singapore,0.06
M02432,Best Buy,Hotels,Australia,0.59
M02433,Walmart,Entertainment,Australia,0.81
M02434,United,Travel,Australia,0.99
M02435,Best Buy,Shopping,USA,0.83
M02436,Delta,Groceries,USA,0.37
M02437,Amazon,Electronics,Canada,0.56
M02438,Netflix,Fuel,Canada,0.34
M02439,Starbucks,Travel,USA,0.83
M02440,Costco,Healthcare,Singapore,0.72
M02441,Uber,Travel,Australia,0.09
M02442,Shell,Airlines,UK,0.02
M02443,Starbucks,Groceries,UK,0.55
M02444,Walmart,Airlines,Canada,0.69
M02445,Walmart,Healthcare,USA,0.0
M02446,Hilton,Hotels,Singapore,0.25
M02447,Delta,Entertainment,UK,0.84
M02448,Starbucks,Hotels,USA,0.93
M02449,Uber,Shopping,Canada,0.72
M02450,Walmart,Healthcare,USA,0.03
M02451,Shell,Groceries,UK,0.12
M02452,Best Buy,Entertainment,USA,0.32
M02453,Hilton,Dining,UK,0.81
M02454,Hilton,Hotels,Australia,0.37
M02455,Netflix,Hotels,Australia,0.67
M02456,Uber,Groceries,USA,0.08
M02457,Costco,Dining,Canada,0.61
M02458,Amazon,Travel,Canada,0.41
M02459,United,Travel,USA,0.22
M02460,Delta,Hotels,Singapore,0.55
M02461,Walmart,Healthcare,USA,0.48
M02462,Starbucks,Fuel,USA,0.83
M02463,United,Entertainment,USA,0.04
M02464,Costco,Hotels,Canada,0.86
M02465,United,Entertainment,Australia,0.27
M02466,Amazon,Groceries,Canada,0.5
M02467,Apple,Airlines,USA,0.65
M02468,Apple,Entertainment,Singapore,0.46
M02469,CVS,Entertainment,Australia,0.02
M02470,Shell,Fuel,USA,0.85
M02471,Target,Entertainment,Australia,0.88
M02472,Delta,Hotels,Australia,0.26
M02473,United,Healthcare,USA,0.71
M02474,Starbucks,Electronics,USA,0.34
M02475,Hilton,Healthcare,Australia,0.03
M02476,Uber,Electronics,UK,0.52
M02477,Costco,Dining,Canada,0.76
M02478,Netflix,Fuel,Australia,0.22
M02479,CVS,Travel,Australia,0.69
M02480,Marriott,Fuel,Canada,0.48
M02481,Starbucks,Shopping,USA,0.8
M02482,Best Buy,Travel,Australia,0.78
M02483,Shell,Entertainment,USA,0.58
M02484,United,Groceries,Australia,0.61
M02485,Marriott,Groceries,Australia,0.22
M02486,Marriott,Fuel,Singapore,0.06
M02487,CVS,Dining,UK,0.61
M02488,Uber,Fuel,Australia,0.37
M02489,Netflix,Fuel,UK,0.1
M02490,Hilton,Fuel,Canada,0.11
M02491,Amazon,Hotels,UK,0.69
M02492,Target,Dining,Australia,0.36
M02493,Marriott,Fuel,Australia,0.34
M02494,Starbucks,Hotels,Singapore,0.44
M02495,Best Buy,Hotels,Australia,0.13
M02496,Delta,Dining,USA,0.94
M02497,Starbucks,Airlines,Singapore,0.57
M02498,Marriott,Dining,Singapore,0.63
M02499,Marriott,Healthcare,UK,0.44
M02500,Amazon,Airlines,Singapore,0.92
M02501,Shell,Shopping,UK,0.62
M02502,Target,Entertainment,Singapore,0.46
M02503,Target,Dining,Australia,0.32
M02504,Marriott,Electronics,Canada,0.76
M02505,Best Buy,Electronics,Canada,0.43
M02506,Hilton,Groceries,Canada,0.2
M02507,United,Fuel,USA,0.59
M02508,Netflix,Entertainment,Singapore,0.72
M02509,United,Airlines,Canada,0.59
M02510,CVS,Groceries,Canada,0.8
M02511,Starbucks,Dining,Singapore,0.28
M02512,CVS,Dining,UK,0.3
M02513,Uber,Fuel,USA,0.43
M02514,United,Healthcare,Singapore,0.04
M02515,United,Hotels,Singapore,0.54
M02516,Amazon,Entertainment,Australia,0.9
M02517,Uber,Healthcare,Australia,0.82
M02518,Best Buy,Hotels,Canada,0.96
M02519,Walmart,Healthcare,USA,0.61
M02520,Target,Fuel,Canada,0.68
M02521,Netflix,Fuel,Australia,0.75
M02522,Starbucks,Travel,Singapore,0.12
M02523,Hilton,Shopping,Singapore,0.04
M02524,Hilton,Fuel,USA,0.25
M02525,Target,Electronics,Australia,0.97
M02526,Hilton,Travel,USA,0.37
M02527,Delta,Entertainment,Canada,0.21
M02528,Best Buy,Travel,Australia,0.78
M02529,Uber,Airlines,Canada,0.35
M02530,Marriott,Entertainment,Canada,0.9
M02531,Hilton,Fuel,Canada,0.82
M02532,Target,Travel,Singapore,0.0
M02533,Marriott,Dining,USA,0.28
M02534,Apple,Travel,UK,0.88
M02535,Starbucks,Fuel,Australia,0.79
M02536,Apple,Electronics,Canada,0.72
M02537,Shell,Shopping,USA,0.67
M02538,Amazon,Shopping,Singapore,0.11
M02539,Walmart,Airlines,Singapore,0.74
M02540,Delta,Healthcare,Australia,0.63
M02541,Shell,Entertainment,Australia,0.08
M02542,Starbucks,Hotels,Australia,0.92
M02543,Amazon,Shopping,USA,0.2
M02544,Shell,Electronics,Singapore,0.72
M02545,Uber,Entertainment,UK,0.07
M02546,Marriott,Groceries,UK,0.67
M02547,Costco,Fuel,Singapore,1.0
M02548,Hilton,Travel,Singapore,0.12
M02549,Netflix,Shopping,USA,0.21
M02550,Marriott,Travel,UK,0.94
M02551,Best Buy,Healthcare,Australia,0.34
M02552,Target,Hotels,Singapore,0.99
M02553,Best Buy,Airlines,UK,0.36
M02554,Shell,Electronics,Canada,0.88
M02555,Uber,Airlines,Singapore,0.61
M02556,Netflix,Travel,UK,0.61
M02557,CVS,Airlines,USA,0.78
M02558,CVS,Groceries,Canada,0.13
M02559,Starbucks,Airlines,UK,0.18
M02560,Walmart,Electronics,Australia,0.19
M02561,Apple,Dining,UK,0.17
M02562,Apple,Fuel,USA,0.56
M02563,Marriott,Groceries,Canada,0.66
M02564,Amazon,Fuel,Canada,0.69
M02565,Hilton,Hotels,Australia,0.47
M02566,Amazon,Shopping,Canada,0.52
M02567,Target,Airlines,Singapore,0.1
M02568,Walmart,Electronics,Canada,0.12
M02569,Marriott,Shopping,UK,0.14
M02570,Best Buy,Shopping,Singapore,0.81
M02571,Target,Groceries,Canada,0.6
M02572,Amazon,Fuel,Singapore,0.14
M02573,Walmart,Airlines,Singapore,0.09
M02574,Amazon,Entertainment,Canada,0.61
M02575,Netflix,Shopping,USA,0.96
M02576,Marriott,Airlines,Australia,0.8
M02577,CVS,Healthcare,Canada,0.4
M02578,Shell,Airlines,USA,1.0
M02579,Costco,Fuel,Canada,0.2
M02580,Shell,Airlines,USA,0.79
M02581,Marriott,Fuel,USA,0.73
M02582,Starbucks,Hotels,USA,0.65
M02583,Starbucks,Travel,Australia,0.05
M02584,Hilton,Shopping,Australia,0.19
M02585,Apple,Electronics,Singapore,0.44
M02586,Starbucks,Dining,Australia,0.83
M02587,Netflix,Travel,Singapore,0.96
M02588,Marriott,Dining,Australia,0.48
M02589,Costco,Fuel,Australia,0.18
M02590,Delta,Travel,UK,0.73
M02591,Costco,Dining,Singapore,0.13
M02592,Shell,Airlines,Canada,0.24
M02593,Netflix,Electronics,UK,0.18
M02594,Hilton,Entertainment,Singapore,0.63
M02595,Shell,Healthcare,UK,0.13
M02596,Target,Travel,USA,0.25
M02597,United,Dining,USA,0.57
M02598,Amazon,Hotels,UK,0.49
M02599,Shell,Fuel,Australia,0.64
M02600,Uber,Electronics,UK,0.0
M02601,Delta,Hotels,UK,0.38
M02602,Marriott,Fuel,Australia,0.5
M02603,Apple,Entertainment,Canada,0.86
M02604,Marriott,Dining,Canada,0.69
M02605,Apple,Entertainment,Australia,0.7
M02606,Starbucks,Healthcare,UK,0.13
M02607,Delta,Shopping,Australia,0.09
M02608,Apple,Fuel,Singapore,0.46
M02609,Netflix,Groceries,Canada,0.68
M02610,Marriott,Entertainment,Australia,0.8
M02611,Uber,Dining,Canada,0.74
M02612,Best Buy,Fuel,Singapore,0.41
M02613,United,Groceries,USA,0.19
M02614,Shell,Electronics,USA,0.38
M02615,Delta,Electronics,UK,0.57
M02616,Costco,Fuel,USA,0.42
M02617,Hilton,Groceries,Singapore,0.89
M02618,Target,Shopping,Canada,0.84
M02619,Shell,Fuel,Singapore,0.94
M02620,Apple,Healthcare,Australia,0.67
M02621,Best Buy,Groceries,Canada,0.42
M02622,Starbucks,Fuel,Canada,0.27
M02623,CVS,Dining,UK,0.51
M02624,Hilton,Shopping,Australia,0.52
M02625,United,Fuel,Singapore,0.65
M02626,Shell,Shopping,UK,0.34
M02627,Amazon,Travel,Canada,0.79
M02628,Best Buy,Airlines,Canada,0.38
M02629,Starbucks,Groceries,Canada,0.17
M02630,Netflix,Fuel,Canada,0.76
M02631,Walmart,Travel,USA,0.19
M02632,Walmart,Fuel,USA,0.4
M02633,Apple,Travel,USA,0.69
M02634,Apple,Dining,Australia,0.28
